page_id,name,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR,dc/marvel
86108,Clive Yorkin (New Earth),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,12.0,"1979, February",1979.0,dc
355989,Mindy Falconer (New Earth),Public Identity,Bad Characters,,Brown Hair,Female Characters,,Deceased Characters,1.0,"1996, September",1996.0,dc
697764,Anzehlika Medvedev (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,2.0,Jun-02,2002.0,marvel
69025,Jamal Peoples (Earth-616),Secret Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,6.0,Feb-07,2007.0,marvel
478296,Xanthes (Earth-616),No Dual Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,1.0,Dec-83,1983.0,marvel
18491,Sayf ad-Din Abu Bakr al-Malik al-Adil (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,1.0,Aug-90,1990.0,marvel
1037,Agent Axis (Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,13.0,Aug-77,1977.0,marvel
43048,Temptress (New Earth),,Bad Characters,,,Female Characters,,Living Characters,1.0,"1991, June",1991.0,dc
558079,Kalee Batrei (Earth-616),Public Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,1.0,May-91,1991.0,marvel
64900,Daniel Rand (Dragonfist) (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,May-98,1998.0,marvel
250127,K'rll (Earth-616),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,,Jul-77,1977.0,marvel
410482,Devi Bannerjee (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,2.0,Feb-91,1991.0,marvel
153351,Yuki Yamashiro (New Earth),,Good Characters,,Black Hair,Female Characters,,Living Characters,7.0,"1984, July",1984.0,dc
279930,Giraboor (Earth-616),Public Identity,Good Characters,White Eyes,White Hair,Male Characters,,Living Characters,1.0,Oct-00,2000.0,marvel
608747,Greg Knight (Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,23.0,Aug-53,1953.0,marvel
240841,Strato (New Earth),Secret Identity,Neutral Characters,Black Eyes,Grey Hair,Male Characters,,Living Characters,2.0,"2005, July",2005.0,dc
687400,Tony (Washington Heights) (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,2.0,Oct-04,2004.0,marvel
4150,Green Goblin (Construct) (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Deceased Characters,16.0,Feb-98,1998.0,marvel
493295,Stefan Halpern (Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,1.0,Feb-44,1944.0,marvel
146819,Matthew Logan (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5.0,"2000, January",2000.0,dc
26904,Jalfaha Dahn (Earth-616),Public Identity,,,,Male Characters,,Living Characters,1.0,Nov-92,1992.0,marvel
419940,Miles Warton (Earth-616),,,,,Male Characters,,Living Characters,7.0,Jun-98,1998.0,marvel
246599,Sadie Sinclair (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,15.0,Feb-08,2008.0,marvel
193988,Terrance Sorenson (Skrull) (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,1.0,Dec-08,2008.0,marvel
462730,Alturi (Earth-616),No Dual Identity,Neutral Characters,,Grey Hair,Male Characters,,Living Characters,2.0,Aug-11,2011.0,marvel
9537,Jared Corbo (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,31.0,Jul-97,1997.0,marvel
444922,Yuri Watanabe (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,25.0,Sep-09,2009.0,marvel
559272,Javier Caldrone (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,6.0,Jan-99,1999.0,marvel
158528,Ale (New Earth),,,White Eyes,Grey Hair,Female Characters,,Living Characters,4.0,"2002, August",2002.0,dc
351687,Taren (New Earth),Public Identity,Good Characters,Red Eyes,Red Hair,Male Characters,,Deceased Characters,3.0,"1983, September",1983.0,dc
489051,Praeter (Mike) (Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,,Living Characters,5.0,Jun-11,2011.0,marvel
472531,Prince of Good (Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,1.0,May-42,1942.0,marvel
382168,Norman Madison (New Earth),,Neutral Characters,,Brown Hair,Male Characters,,Deceased Characters,11.0,"2006, January",2006.0,dc
558373,Jake (Mutant) (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,4.0,Dec-12,2012.0,marvel
93214,Andre LeRoux (Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2.0,Sep-93,1993.0,marvel
344609,Ariadne of the Blue Guard (New Earth),,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,1.0,"1997, July",1997.0,dc
26580,Kenneth Parmenter (Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,22.0,Mar-93,1993.0,marvel
3816,Dimitri Bukharin (Earth-616),Secret Identity,,Brown Eyes,Bald,Male Characters,,Living Characters,54.0,Apr-78,1978.0,marvel
119451,David Page (New Earth),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,3.0,"2003, July",2003.0,dc
547943,John Jacob Gilligan (Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,1.0,Dec-48,1948.0,marvel
402042,Lucius P. Gregory (Earth-616),No Dual Identity,Bad Characters,,Bald,Male Characters,,Living Characters,3.0,Dec-61,1961.0,marvel
1523,Eros (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,193.0,Feb-73,1973.0,marvel
197680,Julie Caesar (New Earth),,Bad Characters,,Red Hair,Male Characters,,Living Characters,4.0,"1995, August",1995.0,dc
16961,Saint Elmo (Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,2.0,Jun-92,1992.0,marvel
489776,Olaf Olsen (Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,,Deceased Characters,1.0,Aug-43,1943.0,marvel
749655,Annie Coleman (Earth-616),No Dual Identity,,,Brown Hair,Female Characters,,Living Characters,1.0,Jul-11,2011.0,marvel
5684,Silhouette Chord (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,95.0,Aug-90,1990.0,marvel
114022,Jane Foster (Heroes Reborn) (Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,2.0,Nov-96,1996.0,marvel
1124,Dominikos Petrakis (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,108.0,Jan-81,1981.0,marvel
1091,Arcade (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,111.0,Jan-78,1978.0,marvel
55573,Sala Nisaba (New Earth),Secret Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,5.0,2000,2000.0,dc
1276,Samuel Guthrie (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,657.0,Nov-82,1982.0,marvel
433315,Michelangelo Simoni (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,6.0,Apr-11,2011.0,marvel
593205,Ray Coffin (Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,7.0,Mar-79,1979.0,marvel
404341,Irving Wattle (Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,1.0,Aug-88,1988.0,marvel
745813,Sardeth (Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,Aug-82,1982.0,marvel
57835,Liam McHugh (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,22.0,"1994, March",1994.0,dc
280269,Shawn Key (Earth-616),Secret Identity,,,,Male Characters,,Living Characters,,Apr-85,1985.0,marvel
342819,Mesmero (Skrull) (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,2.0,Jun-99,1999.0,marvel
248189,Automaton (Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,4.0,Oct-93,1993.0,marvel
104156,Jaime Garcia (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5.0,Apr-79,1979.0,marvel
98057,Rob (Earth-616),,Neutral Characters,,Brown Hair,Male Characters,Homosexual Characters,Living Characters,15.0,Aug-06,2006.0,marvel
320805,Gideon Rivers (New Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,4.0,"2004, December",2004.0,dc
16146,Alanna Strange (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,141.0,"1958, December",1958.0,dc
65221,Anthony Mantegna (New Earth),Secret Identity,Good Characters,,Black Hair,Male Characters,Homosexual Characters,Living Characters,24.0,"1988, May",1988.0,dc
2311,Punchout (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,10.0,Oct-88,1988.0,marvel
18234,Alphonso Mackenzie (Earth-616),,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,7.0,Aug-88,1988.0,marvel
39382,Donna Diego (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,22.0,May-93,1993.0,marvel
128000,Jerome Cox (New Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,,,dc
196067,Herb Hollister (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3.0,Mar-89,1989.0,marvel
83061,Elijah Cross (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,4.0,May-07,2007.0,marvel
16883,Psimon (Earth-616),Secret Identity,Good Characters,,Bald,Male Characters,,Living Characters,8.0,Oct-99,1999.0,marvel
48405,Kim Liang (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,16.0,"1987, April",1987.0,dc
292675,Jennifer Hardesty (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,8.0,Aug-01,2001.0,marvel
542762,Robert Martin (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,1.0,Mar-11,2011.0,marvel
5683,Siena Blaze (Earth-616),Public Identity,Bad Characters,Brown Eyes,Blond Hair,Female Characters,,Deceased Characters,29.0,Jan-93,1993.0,marvel
4308,Walter Reilly (New Earth),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,14.0,"1982, June",1982.0,dc
5648,Scorpio (Brotherhood of the Ankh) (Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,4.0,Nov-02,2002.0,marvel
13236,Executioner (Enchantress Pawn) (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Dec-89,1989.0,marvel
286834,Pamela Hawley (Earth-616),Public Identity,Good Characters,,,Female Characters,,Deceased Characters,16.0,Nov-63,1963.0,marvel
105568,Bro'Dee Walker (New Earth),Public Identity,Good Characters,Black Eyes,,Male Characters,,Living Characters,,"2008, December",2008.0,dc
344924,Chuck McArthur (Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,2.0,Oct-41,1941.0,marvel
26583,Maxwell Taylor (Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,17.0,Mar-93,1993.0,marvel
344282,Quinn Thomas (New Earth),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,5.0,"1993, March",1993.0,dc
595815,Stanley Hathaway (Earth-616),,Good Characters,,,Male Characters,,Deceased Characters,2.0,Sep-98,1998.0,marvel
146812,"Anthony Angelo, Jr. (New Earth)",Public Identity,Neutral Characters,Auburn Hair,,Male Characters,,Living Characters,14.0,"1989, April",1989.0,dc
486346,Von Klutz (Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,Mar-43,1943.0,marvel
16911,Malon Estella Reeves (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,6.0,Oct-01,2001.0,marvel
515916,Adams (Earth-616),,,,Blond Hair,Male Characters,,Living Characters,1.0,Mar-65,1965.0,marvel
519929,Innsbruck the Planner (Earth-616),Public Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,1.0,Feb-12,2012.0,marvel
61866,Darklight (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,1.0,"1977, April",1977.0,dc
703873,Lost Boy (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,12.0,,,marvel
12204,Sarah Essen (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,103.0,"1987, March",1987.0,dc
169324,VaRikk (Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,5.0,Oct-08,2008.0,marvel
571162,General Whedon (Earth-616),Public Identity,Neutral Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,2.0,May-12,2012.0,marvel
393134,Mustafa Kazun (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,3.0,Sep-10,2010.0,marvel
16987,Sanguine (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,Aug-00,2000.0,marvel
745831,Ripster (Android) (Earth-616),Secret Identity,Bad Characters,,Blond Hair,,,Living Characters,2.0,Aug-91,1991.0,marvel
4889,Danny the Street (New Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,54.0,"1990, August",1990.0,dc
630803,Piers (Earth-616),,Good Characters,,Black Hair,Male Characters,,Deceased Characters,5.0,Feb-00,2000.0,marvel
250533,Marvin Krolnek (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Aug-02,2002.0,marvel
132773,Shane Sellers (New Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,7.0,"2005, July",2005.0,dc
27312,Darren Mitchell (Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,11.0,Apr-00,2000.0,marvel
455275,Garloff (Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,1.0,Apr-90,1990.0,marvel
425966,Micro (Alien) (Earth-616),,,,,Female Characters,,Living Characters,1.0,,,marvel
120118,Pravda (New Earth),,Bad Characters,,Black Hair,Female Characters,,Living Characters,7.0,"1986, August",1986.0,dc
191511,Devil Dinosaur (Skrull) (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,1.0,Jan-09,2009.0,marvel
20953,Vincent Stevens (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,13.0,Feb-94,1994.0,marvel
9304,Invunche (New Earth),,Bad Characters,,,,,Living Characters,5.0,"1985, June",1985.0,dc
18627,Louis Wilson (Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,7.0,Jan-69,1969.0,marvel
253298,Rochester (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,2.0,Nov-89,1989.0,marvel
199148,Eldon Adams (New Earth),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,4.0,"1996, February",1996.0,dc
21155,Johnny Dee (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,12.0,Feb-06,2006.0,marvel
280802,Buzzsaw (Children of Heaven) (Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1.0,Nov-89,1989.0,marvel
283661,Herbert Hoover (New Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,,,,dc
346636,Jonathan Stone (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,9.0,"2005, August",2005.0,dc
535612,Deconsecrator (Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,3.0,Aug-12,2012.0,marvel
1670,Fay Moffit (New Earth),,Bad Characters,Blue Eyes,Pink Hair,Female Characters,,Deceased Characters,12.0,"1995, November",1995.0,dc
25384,Sardan (Earth-616),No Dual Identity,Good Characters,,No Hair,Male Characters,,Living Characters,1.0,Sep-91,1991.0,marvel
286906,Asteroth (New Earth),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Male Characters,,Living Characters,12.0,,,dc
113450,Conner O'Reilly (Heroes Reborn) (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,,Sep-96,1996.0,marvel
15362,Chon Li (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2.0,Oct-93,1993.0,marvel
165790,Rhiahn (Earth-616),,Bad Characters,One Eye,,Male Characters,,Deceased Characters,4.0,Jul-78,1978.0,marvel
303832,Aurora Poule (Earth-616),No Dual Identity,,,Black Hair,Female Characters,,Living Characters,2.0,Dec-92,1992.0,marvel
195537,Dian Wilkins (Earth-616),,Good Characters,,Brown Hair,Female Characters,,Living Characters,5.0,Jul-76,1976.0,marvel
116964,Sister Shadow (New Earth),Secret Identity,Bad Characters,,White Hair,Female Characters,,Living Characters,3.0,"2006, July",2006.0,dc
160776,Bloque (New Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,"2002, May",2002.0,dc
500284,Pedro Alvarez (Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1.0,Jul-44,1944.0,marvel
35911,Mortimer Grimsdale (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,3.0,Jan-07,2007.0,marvel
43611,Linbythoum (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3.0,Nov-74,1974.0,marvel
114585,Great Caesar (New Earth),,Good Characters,,Orange Hair,Male Characters,,Living Characters,4.0,"1998, April",1998.0,dc
343948,Niobe (New Earth),,Good Characters,,Black Hair,Female Characters,,Living Characters,3.0,"1989, December",1989.0,dc
495351,Scion (Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,8.0,Aug-85,1985.0,marvel
16943,Ransome Sole (Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,2.0,Aug-00,2000.0,marvel
607088,Persuader robot,Secret Identity,,,No Hair,,,Living Characters,1.0,Mar-90,1990.0,marvel
365119,Scott Laughlin (New Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,7.0,"2004, June",2004.0,dc
